dish_name,description,ingredients_json,steps_json,prep_time_min,cook_time_min,servings,difficulty,cuisine_type,meal_type,tags,mood,weather_suggestion,time_suggestion
Sushi (Maki Rolls),"A Japanese dish of vinegared rice and other ingredients rolled in seaweed (nori).","[{""name"": ""Sushi rice"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Rice vinegar"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Nori sheets"", ""qty"": ""5"", ""unit"": """", ""note"": ""seaweed""}, {""name"": ""Sushi-grade tuna or salmon"", ""qty"": ""250"", ""unit"": ""g"", ""note"": ""thinly sliced""}, {""name"": ""Cucumber"", ""qty"": ""1"", ""unit"": """", ""note"": ""julienned""}, {""name"": ""Avocado"", ""qty"": ""1"", ""unit"": """", ""note"": ""sliced""}]","[""Cook the sushi rice. While hot, season it with a mixture of rice vinegar, sugar, and salt. Cool the rice to room temperature."", ""Place a bamboo sushi mat on your work surface. Place a sheet of nori on top, shiny side down."", ""Wet your hands to prevent sticking, and spread a thin, even layer of the seasoned sushi rice over the nori, leaving a small border at the top edge."", ""Arrange your chosen fillings (e.g., fish, cucumber, avocado) in a line across the center of the rice."", ""Using the bamboo mat, carefully but firmly roll the sushi away from you, tucking in the fillings as you go."", ""Moisten the top border of the nori with a little water to seal the roll."", ""Use a very sharp, wet knife to slice the roll into 6-8 pieces."", ""Serve immediately with soy sauce, pickled ginger (gari), and wasabi.""]",40,30,4,Hard,Japanese,Dinner,"seafood,rice,fresh",relaxed,any,evening
Feijoada,"Brazil's national dish, a hearty black bean stew with various cuts of pork and beef.","[{""name"": ""Dried black beans"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""soaked overnight""}, {""name"": ""Pork shoulder"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""cubed""}, {""name"": ""Smoked pork sausage (calabresa)"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""sliced""}, {""name"": ""Bacon"", ""qty"": ""150"", ""unit"": ""g"", ""note"": ""diced""}, {""name"": ""Bay leaves"", ""qty"": ""2"", ""unit"": """", ""note"": """"}, {""name"": ""Orange"", ""qty"": ""1"", ""unit"": """", ""note"": ""halved""}]","[""Drain the soaked beans and place them in a large pot with fresh water. Bring to a boil and cook for about an hour."", ""In a separate pan, brown the pork shoulder, sausage, and bacon. Drain off excess fat."", ""Add the cooked meats to the pot with the beans. Also add sautéed onion and garlic."", ""Add the bay leaves and the halved orange to the pot. The orange helps to cut the richness of the stew."", ""Reduce the heat, cover, and simmer for at least 2 more hours, or until the beans are very tender and the stew has thickened."", ""Remove the bay leaves and orange halves before serving."", ""Serve the feijoada with white rice, farofa (toasted cassava flour), and collard greens (couve)."", ""Garnish with orange slices.""]",20,180,8,Medium,Brazilian,Dinner,"stew,hearty,traditional",celebratory,cold,evening
Paella Valenciana,"The traditional paella from Valencia, Spain, made with rice, chicken, rabbit, and beans.","[{""name"": ""Short-grain rice (Bomba)"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Chicken"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""on the bone, chopped""}, {""name"": ""Rabbit"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""on the bone, chopped""}, {""name"": ""Flat green beans"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""chopped""}, {""name"": ""Lima beans (garrofón)"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Tomato"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""grated""}, {""name"": ""Saffron threads"", ""qty"": ""1"", ""unit"": ""large pinch"", ""note"": """"}, {""name"": ""Sweet paprika"", ""qty"": ""1"", ""unit"": ""tbsp"", ""note"": """"}]","[""Heat olive oil in a wide, flat paella pan. Season the chicken and rabbit and sauté until well browned. Push the meat to the edges."", ""In the center, sauté the green beans. Then add the grated tomato and cook until it darkens."", ""Add the paprika and stir quickly. Pour in about 8 cups of water or chicken broth and bring to a boil. Add the lima beans and saffron."", ""Let the broth simmer for about 20-30 minutes."", ""Sprinkle the rice evenly across the pan. Do not stir the rice after this point."", ""Cook on high heat for 10 minutes, then reduce to low and simmer for another 8-10 minutes, until the rice has absorbed all the liquid."", ""For the 'socarrat' (crispy bottom), turn the heat up for the final minute."", ""Remove from heat, cover, and let it rest for 5-10 minutes before serving.""]",20,60,6,Hard,Spanish,Dinner,"rice,traditional,one-pot",celebratory,sunny,evening
Butter Chicken (Murgh Makhani),"A rich and creamy Indian curry of chicken in a spiced tomato, butter, and cream sauce.","[{""name"": ""Chicken thighs"", ""qty"": ""700"", ""unit"": ""g"", ""note"": ""boneless, cubed""}, {""name"": ""Yogurt"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for marinade""}, {""name"": ""Ginger-garlic paste"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""divided""}, {""name"": ""Tandoori masala"", ""qty"": ""1"", ""unit"": ""tbsp"", ""note"": ""for marinade""}, {""name"": ""Tomato passata"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""for sauce""}, {""name"": ""Butter"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""unsalted""}, {""name"": ""Heavy cream"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Cashews"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": ""soaked and blended to a paste""}]","[""Marinate the chicken in yogurt, half the ginger-garlic paste, tandoori masala, and salt for at least 1 hour."", ""Grill or pan-fry the marinated chicken until cooked through and slightly charred. Set aside."", ""To make the sauce, melt most of the butter in a pan. Add the remaining ginger-garlic paste and cook for a minute."", ""Pour in the tomato passata and the cashew paste. Simmer for 15 minutes."", ""Stir in the heavy cream and the remaining butter. Season with salt and a pinch of sugar."", ""Crush kasuri methi (dried fenugreek leaves) between your palms and add it to the sauce, along with garam masala."", ""Add the cooked chicken pieces to the sauce and simmer for 5 more minutes."", ""Serve hot with fresh naan or basmati rice.""]",20,45,4,Medium,Indian,Dinner,"creamy,curry,rich",cozy,any,evening
Pho Bo (Beef Noodle Soup),"A Vietnamese noodle soup consisting of a rich broth, rice noodles, herbs, and thinly sliced beef.","[{""name"": ""Beef bones"", ""qty"": ""2"", ""unit"": ""kg"", ""note"": ""for broth""}, {""name"": ""Beef brisket or flank"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""for slicing""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""charred""}, {""name"": ""Ginger"", ""qty"": ""4"", ""unit"": ""inch piece"", ""note"": ""charred""}, {""name"": ""Star anise"", ""qty"": ""5"", ""unit"": """", ""note"": ""whole""}, {""name"": ""Cinnamon stick"", ""qty"": ""1"", ""unit"": """", ""note"": """"}, {""name"": ""Flat rice noodles (bánh phở)"", ""qty"": ""400"", ""unit"": ""g"", ""note"": ""dried""}]","[""Parboil the beef bones, then place in a large stockpot with fresh water. Bring to a boil and skim."", ""Char the onion and ginger over an open flame or under a broiler. Add them to the pot."", ""Toast the spices (star anise, cinnamon, cloves, coriander seeds) in a dry pan until fragrant. Place in a spice bag and add to the pot."", ""Add the beef brisket, fish sauce, and rock sugar. Simmer on low for at least 6 hours."", ""Cook the rice noodles according to package directions."", ""Remove the brisket, let it cool, and slice it thinly. Strain the broth."", ""To assemble, place noodles in a bowl, top with sliced brisket and raw beef slices. Ladle the boiling hot broth over everything."", ""Serve immediately with a platter of fresh garnishes like bean sprouts, Thai basil, cilantro, lime, and chili.""]",30,360,6,Hard,Vietnamese,Dinner,"noodle soup,aromatic,healthy",cozy,cold,evening
Bibimbap,"A Korean rice dish served as a bowl of warm white rice topped with sautéed vegetables, chili paste, and often an egg and sliced meat.","[{""name"": ""Cooked short-grain rice"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": ""warm""}, {""name"": ""Beef sirloin"", ""qty"": ""250"", ""unit"": ""g"", ""note"": ""thinly sliced""}, {""name"": ""Spinach"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": ""blanched""}, {""name"": ""Carrots"", ""qty"": ""1"", ""unit"": ""medium"", ""note"": ""julienned""}, {""name"": ""Shiitake mushrooms"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""sliced""}, {""name"": ""Eggs"", ""qty"": ""4"", ""unit"": """", ""note"": """"}, {""name"": ""Gochujang (Korean chili paste)"", ""qty"": ""4"", ""unit"": ""tbsp"", ""note"": """"}]","[""Marinate the sliced beef in soy sauce, sesame oil, garlic, and sugar. Then stir-fry until cooked."", ""Prepare the vegetables separately: season the blanched spinach and bean sprouts with sesame oil and salt; sauté the carrots and mushrooms."", ""In a small pan, fry the four eggs sunny-side up, keeping the yolk runny."", ""To assemble, divide the warm rice among four large bowls."", ""Artfully arrange a portion of each of the prepared vegetables and the cooked beef on top of the rice in separate sections."", ""Place a fried egg in the center of each bowl."", ""Serve immediately with a side of gochujang and extra sesame oil."", ""To eat, mix all the ingredients in the bowl together thoroughly before the first bite.""]",30,25,4,Medium,Korean,Lunch,"rice bowl,healthy,mixed",happy,any,afternoon
Macaroni and Cheese,"A creamy, cheesy baked pasta dish that is a beloved American comfort food.","[{""name"": ""Elbow macaroni"", ""qty"": ""500"", ""unit"": ""g"", ""note"": """"}, {""name"": ""Sharp cheddar cheese"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": ""shredded""}, {""name"": ""Milk"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": ""whole""}, {""name"": ""Butter"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""All-purpose flour"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Bread crumbs (panko)"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""for topping""}]","[""Preheat oven to 190°C (375°F). Cook the macaroni until al dente. Drain."", ""In a large pot, melt the butter over medium heat. Whisk in the flour to create a roux."", ""Gradually pour in the milk, whisking constantly, until the sauce is smooth and thickened."", ""Reduce the heat to low and stir in the shredded cheddar cheese until completely melted. Season with salt, pepper, and dijon mustard."", ""Add the cooked macaroni to the cheese sauce and stir to combine."", ""Pour the mixture into a large baking dish."", ""Toss the bread crumbs with a little melted butter and sprinkle them over the top."", ""Bake for 20-25 minutes, until the sauce is bubbly and the topping is golden brown.""]",15,40,8,Easy,American,Dinner,"cheesy,comfort food,pasta",happy,cold,evening
Boeuf Bourguignon,"A classic French beef stew braised in red wine, traditionally from the Burgundy region.","[{""name"": ""Beef chuck"", ""qty"": ""1.5"", ""unit"": ""kg"", ""note"": ""cut into 2-inch cubes""}, {""name"": ""Lardons or bacon"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""diced""}, {""name"": ""Carrots"", ""qty"": ""2"", ""unit"": """", ""note"": ""sliced""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""sliced""}, {""name"": ""Red wine (Burgundy)"", ""qty"": ""750"", ""unit"": ""ml"", ""note"": """"}, {""name"": ""Beef broth"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Pearl onions"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Mushrooms"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""quartered""}]","[""In a large Dutch oven, sauté the lardons until crisp. Remove and set aside."", ""Pat the beef cubes dry and brown them in batches in the hot fat. Set aside."", ""Sauté the sliced carrots and onion until softened."", ""Return the beef and lardons to the pot. Sprinkle with flour and toss to coat."", ""Pour in the red wine and beef broth. Add tomato paste, garlic, and herbs. Bring to a simmer."", ""Cover and braise in a preheated oven at 160°C (325°F) for 3-4 hours, until the meat is very tender."", ""Sauté the pearl onions and mushrooms in butter until browned, then add them to the stew for the last 20 minutes."", ""Skim any fat off the surface, season to taste, and serve hot with mashed potatoes.""]",30,240,6,Hard,French,Dinner,"stew,classic,hearty",cozy,cold,evening
Lasagna Bolognese,"A classic Italian baked dish with layers of fresh pasta, rich meat sauce (ragù), béchamel, and Parmesan cheese.","[{""name"": ""Fresh egg pasta sheets"", ""qty"": ""12"", ""unit"": """", ""note"": """"}, {""name"": ""Ground beef"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""for ragù""}, {""name"": ""Pancetta"", ""qty"": ""100"", ""unit"": ""g"", ""note"": ""diced, for ragù""}, {""name"": ""Soffritto (celery, carrot, onion)"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""finely chopped""}, {""name"": ""Red wine"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""for ragù""}, {""name"": ""Tomato passata"", ""qty"": ""700"", ""unit"": ""g"", ""note"": ""for ragù""}, {""name"": ""Milk"", ""qty"": ""1"", ""unit"": ""liter"", ""note"": ""for béchamel""}, {""name"": ""Parmigiano-Reggiano cheese"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""grated""}]","[""First, make the ragù. Sauté the soffritto and pancetta. Add the ground beef and brown it. Deglaze with red wine. Add the passata and milk, then simmer on low for at least 2-3 hours."", ""Next, make the béchamel sauce with butter, flour, and milk. Season with nutmeg."", ""Preheat the oven to 180°C (350°F)."", ""Lightly grease a large baking dish. Start with a thin layer of ragù on the bottom."", ""Follow with a layer of pasta sheets. Then spread a layer of ragù, a layer of béchamel, and a sprinkle of Parmesan cheese."", ""Repeat the layers until all ingredients are used, finishing with béchamel and a generous topping of Parmesan."", ""Bake for 30-40 minutes, until the top is golden brown and bubbly."", ""Let the lasagna rest for at least 10 minutes before slicing and serving.""]",30,180,8,Hard,Italian,Dinner,"pasta,baked,classic",cozy,cold,evening
Tiramisu,"A classic Italian coffee-flavored dessert with layers of ladyfingers, mascarpone cheese, and cocoa.","[{""name"": ""Ladyfingers (savoiardi)"", ""qty"": ""24"", ""unit"": """", ""note"": """"}, {""name"": ""Mascarpone cheese"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""at room temperature""}, {""name"": ""Large eggs"", ""qty"": ""4"", ""unit"": """", ""note"": ""separated""}, {""name"": ""Granulated sugar"", ""qty"": ""0.75"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Strong brewed coffee or espresso"", ""qty"": ""1.5"", ""unit"": ""cups"", ""note"": ""cooled""}, {""name"": ""Cocoa powder"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""for dusting""}, {""name"": ""Dark rum or Marsala wine"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""optional""}]","[""In a medium bowl, whisk the egg yolks with the sugar until pale and creamy."", ""Add the mascarpone cheese to the yolk mixture and beat until smooth and combined."", ""In a separate, clean bowl, beat the egg whites until they form stiff peaks."", ""Gently fold the beaten egg whites into the mascarpone mixture in two or three additions, until you have a light and airy cream."", ""Mix the cooled coffee with the rum or Marsala wine, if using."", ""Quickly dip each ladyfinger into the coffee mixture and arrange them in a single layer in a serving dish."", ""Spread half of the mascarpone cream over the layer of ladyfingers. Repeat with another layer of dipped ladyfingers and the remaining cream."", ""Cover and refrigerate for at least 4 hours, or preferably overnight. Just before serving, dust generously with cocoa powder.""]",25,15,8,Medium,Italian,Dessert,"coffee,creamy,no-bake",relaxed,any,any
Jerk Chicken,"A spicy grilled chicken dish from Jamaica, known for its fiery marinade of allspice and Scotch bonnet peppers.","[{""name"": ""Chicken pieces"", ""qty"": ""1.5"", ""unit"": ""kg"", ""note"": """"}, {""name"": ""Scotch bonnet peppers"", ""qty"": ""2"", ""unit"": """", ""note"": ""deseeded and minced""}, {""name"": ""Green onions (scallions)"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": ""chopped""}, {""name"": ""Fresh thyme"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""chopped""}, {""name"": ""Ground allspice"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Soy sauce"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Brown sugar"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}]","[""To make the jerk marinade, combine all ingredients (except the chicken) in a blender: Scotch bonnets, green onions, thyme, allspice, soy sauce, brown sugar, garlic, ginger, lime juice, and oil. Blend until a coarse paste forms."", ""Make a few shallow cuts in the chicken pieces."", ""Place the chicken in a large bowl or resealable bag and pour the marinade over it, rubbing it into the cuts and all over the chicken."", ""Let the chicken marinate in the refrigerator for at least 4 hours, or ideally overnight."", ""Preheat a grill to medium heat. Traditional jerk is cooked slowly over pimento wood, but a regular grill works well."", ""Grill the chicken for 20-30 minutes, turning occasionally, until it's cooked through and has a nice char on the outside."", ""You can also bake the chicken in an oven at 190°C (375°F) for 40-50 minutes."", ""Serve with rice and peas, and fried plantains.""]",20,40,4,Medium,Caribbean,Dinner,"spicy,grilled,jamaican",energetic,sunny,evening
Ceviche,"A Latin American dish of fresh raw fish cured in citrus juices, such as lemon or lime, and spiced with chili peppers.","[{""name"": ""Firm white fish"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""e.g., sea bass, halibut, cut into 1/2-inch cubes""}, {""name"": ""Lime juice"", ""qty"": ""1.5"", ""unit"": ""cups"", ""note"": ""freshly squeezed""}, {""name"": ""Red onion"", ""qty"": ""1"", ""unit"": ""small"", ""note"": ""thinly sliced""}, {""name"": ""Jalapeño or serrano pepper"", ""qty"": ""1"", ""unit"": """", ""note"": ""finely minced""}, {""name"": ""Cilantro"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""chopped""}, {""name"": ""Avocado"", ""qty"": ""1"", ""unit"": """", ""note"": ""diced""}, {""name"": ""Tomato"", ""qty"": ""1"", ""unit"": """", ""note"": ""diced""}]","[""In a non-reactive glass bowl, combine the cubed fish, the lime juice, and the sliced red onion. The lime juice should be enough to cover the fish."", ""Stir gently to combine. Cover the bowl and refrigerate for about 30 minutes, or until the fish becomes opaque."", ""The acid in the lime juice will 'cook' the fish."", ""Once the fish is opaque, drain off most of the lime juice."", ""Gently stir in the minced jalapeño, chopped cilantro, and diced tomato."", ""Season with salt to taste."", ""Just before serving, gently fold in the diced avocado."", ""Serve cold with tortilla chips or saltine crackers.""]",20,30,4,Easy,Peruvian,Lunch,"seafood,fresh,citrus",warm,sunny,afternoon
Ramen,"A Japanese noodle soup with a rich broth, various toppings, and Chinese-style wheat noodles.","[{""name"": ""Ramen noodles"", ""qty"": ""2"", ""unit"": ""servings"", ""note"": ""fresh or dried""}, {""name"": ""Pork belly"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""for chashu topping""}, {""name"": ""Chicken or pork broth"", ""qty"": ""6"", ""unit"": ""cups"", ""note"": ""rich, homemade is best""}, {""name"": ""Soy sauce"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": ""for tare""}, {""name"": ""Soft-boiled eggs"", ""qty"": ""2"", ""unit"": """", ""note"": ""for topping""}, {""name"": ""Green onions"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""thinly sliced""}]","[""Prepare the chashu pork by rolling and tying the pork belly, then braising it in soy sauce, mirin, and sake for 2-3 hours until very tender."", ""Prepare soft-boiled eggs (Ajitsuke Tamago) by boiling for 6-7 minutes, then peeling and marinating them in the chashu braising liquid."", ""To make the soup base (tare), combine soy sauce, mirin, and other flavorings like dashi in a bowl."", ""Bring the rich pork or chicken broth to a simmer."", ""Cook the ramen noodles according to package directions. Drain well."", ""To assemble, place tare in the bottom of each bowl. Ladle the hot broth over it and mix."", ""Add the cooked noodles to the bowls."", ""Top with slices of chashu pork, a halved soft-boiled egg, sliced green onions, and a sheet of nori. Serve immediately.""]",20,180,2,Hard,Japanese,Dinner,"noodle soup,comfort food,savory",cozy,rainy,evening
Goulash,"A rich Hungarian stew of meat and vegetables, seasoned with paprika and other spices.","[{""name"": ""Beef chuck"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""cubed""}, {""name"": ""Onions"", ""qty"": ""3"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Sweet paprika"", ""qty"": ""4"", ""unit"": ""tbsp"", ""note"": ""Hungarian""}, {""name"": ""Carrots"", ""qty"": ""2"", ""unit"": """", ""note"": ""chopped""}, {""name"": ""Potatoes"", ""qty"": ""3"", ""unit"": ""large"", ""note"": ""cubed""}, {""name"": ""Beef broth"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": """"}]","[""In a large pot, heat oil or lard and cook the chopped onions slowly until soft and golden."", ""Remove the pot from the heat and stir in the sweet paprika and a pinch of caraway seeds. This prevents the paprika from burning."", ""Return the pot to the heat, add the cubed beef, and sear it on all sides."", ""Add garlic, chopped tomatoes or tomato paste, and enough beef broth to cover the meat."", ""Bring to a simmer, then reduce the heat to low, cover, and cook for at least 2 hours until the beef is nearly tender."", ""Add the chopped carrots and cubed potatoes to the stew."", ""Continue to simmer for another hour, or until the vegetables are tender and the stew has thickened."", ""Serve hot, often with egg noodles (csipetke) or crusty bread.""]",20,180,6,Medium,Hungarian,Dinner,"stew,hearty,paprika",cozy,cold,evening
Wiener Schnitzel,"A classic Austrian dish of a thin, breaded, and pan-fried veal cutlet.","[{""name"": ""Veal cutlets"", ""qty"": ""4"", ""unit"": """", ""note"": ""thinly pounded""}, {""name"": ""All-purpose flour"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Eggs"", ""qty"": ""2"", ""unit"": """", ""note"": ""beaten""}, {""name"": ""Breadcrumbs"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""fine, dry""}, {""name"": ""Butter or lard"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""for frying""}, {""name"": ""Lemon wedges"", ""qty"": ""4"", ""unit"": """", ""note"": ""for serving""}]","[""Pat the veal cutlets dry and season with salt and pepper."", ""Set up a breading station with three shallow dishes: one for flour, one for the beaten eggs, and one for the breadcrumbs."", ""Dredge each cutlet first in flour, shaking off the excess."", ""Then, dip the cutlet in the egg, ensuring it is fully coated."", ""Finally, press the cutlet into the breadcrumbs, covering it completely."", ""In a large skillet, heat the butter or lard over medium-high heat. The fat should be deep enough to allow the schnitzel to 'swim'."", ""Fry each schnitzel for 2-3 minutes per side, until it is golden brown and crispy."", ""Serve immediately with a lemon wedge, and often with potato salad or parsley potatoes.""]",15,10,4,Easy,Austrian,Dinner,"crispy,veal,pan-fried",happy,any,evening
Tom Yum Goong,"A hot and sour Thai soup with shrimp, fragrant with lemongrass, galangal, and kaffir lime leaves.","[{""name"": ""Shrimp"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""large, peeled and deveined""}, {""name"": ""Chicken or vegetable stock"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Lemongrass"", ""qty"": ""2"", ""unit"": ""stalks"", ""note"": ""bruised and chopped""}, {""name"": ""Galangal"", ""qty"": ""1"", ""unit"": ""inch"", ""note"": ""sliced""}, {""name"": ""Kaffir lime leaves"", ""qty"": ""5"", ""unit"": """", ""note"": ""torn""}, {""name"": ""Mushrooms"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""sliced""}, {""name"": ""Thai chili paste (nam prik pao)"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}]","[""In a pot, bring the stock to a boil. Add the lemongrass, galangal, and kaffir lime leaves. Simmer for 5-10 minutes."", ""Strain the broth if you prefer, or leave the aromatics in."", ""Add the sliced mushrooms and cook for a few minutes until soft."", ""Stir in the Thai chili paste until it dissolves."", ""Add the shrimp and cook for just 1-2 minutes, until they turn pink. Do not overcook."", ""Turn off the heat. Stir in fish sauce and fresh lime juice."", ""Taste and adjust the seasoning to get the perfect balance of spicy, sour, and salty."", ""Garnish with fresh cilantro and serve hot.""]",10,20,4,Easy,Thai,Lunch,"soup,spicy,sour",cold,rainy,afternoon
Southern Fried Chicken,"Crispy, juicy chicken with a flavorful seasoned crust, a staple of Southern American cuisine.","[{""name"": ""Chicken"", ""qty"": ""1"", ""unit"": ""whole"", ""note"": ""cut into 8 pieces""}, {""name"": ""Buttermilk"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""All-purpose flour"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Paprika"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Black pepper"", ""qty"": ""2"", ""unit"": ""tsp"", ""note"": ""coarsely ground""}, {""name"": ""Vegetable shortening or peanut oil"", ""qty"": ""3"", ""unit"": ""cups"", ""note"": ""for frying""}]","[""Place the chicken pieces in a large bowl and cover with buttermilk. Marinate in the refrigerator for at least 4 hours."", ""In a large bag or shallow dish, combine the flour, paprika, salt, pepper, garlic powder, and cayenne pepper."", ""Remove the chicken from the buttermilk, letting the excess drip off. Do not pat dry."", ""Dredge the chicken pieces one by one in the flour mixture, ensuring they are fully coated."", ""Let the coated chicken rest on a wire rack for 15-20 minutes."", ""In a large, heavy skillet (cast-iron), heat the shortening or oil to 165°C (325°F)."", ""Carefully place the chicken pieces into the hot oil, skin-side down. Fry for about 6-8 minutes on each side."", ""The chicken should be golden brown, crispy, and cooked through. Drain on a wire rack.""]",20,30,4,Medium,American,Dinner,"crispy,comfort food,southern",cozy,any,evening
Bánh Mì,"A Vietnamese sandwich that is a product of French colonialism, combining a crispy baguette with savory fillings.","[{""name"": ""Baguette"", ""qty"": ""1"", ""unit"": ""short"", ""note"": """"}, {""name"": ""Pork belly or grilled pork"", ""qty"": ""150"", ""unit"": ""g"", ""note"": ""cooked and sliced""}, {""name"": ""Pâté"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""chicken or pork liver""}, {""name"": ""Mayonnaise"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Pickled daikon and carrots (đồ chua)"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Cucumber"", ""qty"": ""0.5"", ""unit"": """", ""note"": ""sliced""}, {""name"": ""Cilantro"", ""qty"": ""1"", ""unit"": ""small bunch"", ""note"": """"}, {""name"": ""Jalapeño or chili"", ""qty"": ""1"", ""unit"": """", ""note"": ""sliced""}]","[""Split the baguette lengthwise, leaving one side hinged. Hollow out some of the soft bread from the inside."", ""Lightly toast the baguette until it is warm and crispy."", ""Spread a thin layer of pâté on one inside surface and mayonnaise on the other."", ""Arrange the slices of cooked pork inside the baguette."", ""Add a generous amount of the pickled daikon and carrots."", ""Layer on the sliced cucumber, fresh cilantro sprigs, and slices of jalapeño."", ""Finish with a drizzle of Maggi seasoning or soy sauce."", ""Close the sandwich, press gently, and serve immediately.""]",15,5,1,Easy,Vietnamese,Lunch,"sandwich,street food,savory",energetic,any,afternoon
